PRK,Park National Corporation Common Stock,$113.51,4.10,3.747%,2000405232.00,United States,,38854,Finance,Major Banks
PTK,PTK Acquisition Corp. Common Stock,$10.36,0.06,0.583%,148925000.00,United States,2020,20891,Finance,Business Services
PTN,Palatin Technologies Inc. Common Stock,$1.01,0.0706,7.515%,232200320.00,United States,,8027363,Health Care,Major Pharmaceuticals
PW,Power REIT (MD) Common Stock,$35.07,-2.70,-7.149%,67198995.00,United States,,64266,Consumer Services,Real Estate Investment Trusts
PW^A,Power REIT 7.75% Series A Cumulative Perpetual Preferred Stock,$26.05,-0.05,-0.192%,,United States,,1524,,
PZG,Paramount Gold Nevada Corp. Common Stock,$1.15,0.00,0.00%,39430842.00,United States,2015,257111,Basic Industries,Precious Metals
RCG,RENN Fund Inc Common Stock,$2.04,0.1027,5.301%,12141990.00,United States,,23084,,
REI,Ring Energy Inc. Common Stock,$1.37,0.08,6.202%,111885982.00,United States,,6545235,Energy,Oil & Gas Production
RHE,Regional Health Properties Inc. Common Stock,$6.05,-0.12,-1.945%,10213725.00,,2017,207847,Consumer Services,Real Estate
RHE^A,Regional Health Properties Inc. 10.875% Series A Cumulative Redeemable Preferred Stock,$2.9499,0.0799,2.784%,,,,855,,
RLGT,Radiant Logistics Inc. Common Stock,$6.42,0.22,3.548%,318946030.00,United States,,250699,Transportation,Oil Refining/Marketing
RMED,Ra Medical Systems Inc. Common Stock,$8.01,1.35,20.27%,23383449.00,,2018,1735057,Health Care,Medical/Dental Instruments
RVP,Retractable Technologies Inc. Common Stock,$17.82,0.22,1.25%,602611883.00,United States,,1375755,Health Care,Medical/Dental Instruments
SACC,Sachem Capital Corp. 6.875% Notes due 2024,$24.92,-0.18,-0.717%,0.00,United States,2019,3473,Consumer Services,Real Estate Investment Trusts
SACH,Sachem Capital Corp. Common Shares,$4.48,0.00,0.00%,99119108.00,United States,2017,140500,Consumer Services,Real Estate Investment Trusts
SCCB,Sachem Capital Corp. 7.125% Notes due 2024,$25.74,0.0001,0.00%,0.00,United States,2019,1546,Consumer Services,Real Estate Investment Trusts
SCCC,Sachem Capital Corp. 7.75% Notes due 2025,$25.31,0.02,0.079%,0.00,United States,2020,9422,Consumer Services,Real Estate Investment Trusts
SDPI,Superior Drilling Products Inc. Common Stock,$0.9162,-0.0314,-3.314%,23470741.00,,2014,1580957,Energy,Metal Fabrications
SEB,Seaboard Corporation Common Stock,$3156.63,-61.29,-1.905%,3664149815.00,United States,1996,658,Consumer Services,Farming/Seeds/Milling
SENS,Senseonics Holdings Inc. Common Stock,$2.67,-0.06,-2.198%,901431150.00,United States,,23890795,Capital Goods,Industrial Machinery/Components
SIF,SIFCO Industries Inc. Common Stock,$9.90,0.00,0.00%,58569618.00,United States,,44545,Capital Goods,Aerospace
SILV,SilverCrest Metals Inc. Common Shares,$9.93,0.36,3.762%,1283299886.00,,2018,2029145,Basic Industries,Precious Metals
SIM,Grupo Simec S.A.B. de C.V. American Depositary Shares,$12.27,0.00,0.00%,1894997659.00,Mexico,1993,142,Basic Industries,Steel/Iron Ore
SMTS,Sierra Metals Inc. Common Stock,$3.28,-0.13,-3.812%,533984000.00,,,356192,Basic Industries,Precious Metals
SNMP,Sanchez Midstream Partners LP Common Stock,$1.10,-0.04,-3.509%,21949268.00,United States,,596863,Energy,Oil & Gas Production
SSY,SunLink Health Systems Inc. Common Stock,$1.75,0.01,0.575%,12073812.00,United States,,438521,Health Care,Hospital/Nursing Management
STXS,Stereotaxis Inc. Common Stock,$5.02,0.31,6.582%,369901858.00,United States,,231788,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SVM,Silvercorp Metals Inc. Common Shares,$6.32,-0.18,-2.769%,1107273252.00,,,2157249,Basic Industries,Precious Metals
SVT,Servotronics Inc. Common Stock,$8.80,0.00,0.00%,21898158.00,United States,,1026,Capital Goods,Industrial Machinery/Components
SYN,Synthetic Biologics Inc. Common Stock,$0.8145,-0.0172,-2.068%,43713998.00,United States,,9327265,Health Care,Major Pharmaceuticals
TGB,Taseko Mines Ltd. Common Stock,$1.29,-0.01,-0.769%,360173658.00,Canada,,1727921,Basic Industries,Precious Metals
TGC,Tengasco Inc. Common Stock,$2.41,-0.15,-5.859%,25750951.00,United States,,1609691,Energy,Oil & Gas Production
THM,International Tower Hill Mines Ltd. Ordinary Shares (Canada),$1.32,-0.06,-4.348%,257278803.00,Canada,,268686,Basic Industries,Precious Metals
TKAT,Takung Art Co. Ltd. Common Stock,$2.10,-0.22,-9.483%,23669896.00,,,297948,Consumer Services,Other Specialty Stores
TMBR,Timber Pharmaceuticals Inc. Common Stock,$1.34,0.04,3.077%,15877702.00,United States,2015,3199153,Health Care,Major Pharmaceuticals
TMP,Tompkins Financial Corporation Common Stock,$72.53,2.12,3.011%,1076311836.00,United States,,27735,Finance,Major Banks
TMQ,Trilogy Metals Inc. Common Stock,$2.04,-0.02,-0.971%,291728523.00,Canada,,424457,Basic Industries,Precious Metals
TPHS,Trinity Place Holdings Inc. Common Stock,$2.00,0.22,12.36%,64344214.00,,,58837,Consumer Services,Building operators
TRT,Trio-Tech International Common Stock,$4.80,0.00,0.00%,17810664.00,United States,,13769,Technology,Industrial Machinery/Components
TRX,Tanzanian Gold Corporation Common Stock,$0.7378,-0.0255,-3.341%,154326555.00,Canada,,2843606,Basic Industries,Precious Metals
TRXC,TransEnterix Inc. Common Stock,$3.19,-0.16,-4.776%,561429269.00,United States,,13328082,Health Care,Medical/Dental Instruments
UAMY,United States Antimony Corporation Common Stock,$0.7601,-0.0536,-6.587%,57612398.00,United States,,9435805,Capital Goods,Metal Fabrications
UAVS,AgEagle Aerial Systems Inc. Common Stock,$12.41,1.01,8.86%,727677290.00,United States,,10713045,Capital Goods,Aerospace
UEC,Uranium Energy Corp. Common Stock,$1.74,-0.01,-0.571%,346362498.00,Canada,,2591688,Basic Industries,Precious Metals
UFAB,Unique Fabricating Inc. Common Stock,$7.20,-0.05,-0.69%,70409858.00,United States,2015,9328,Capital Goods,Auto Parts:O.E.M.
URG,Ur Energy Inc Common Shares (Canada),$0.899,-0.0183,-1.995%,152531237.00,Canada,,4368883,Basic Industries,Precious Metals
USAS,Americas Gold and Silver Corporation Common Shares no par value,$2.61,-0.09,-3.333%,308229064.00,,2017,1635105,Basic Industries,Precious Metals
UTG,Reaves Utility Income Fund Common Shares of Beneficial Interest,$32.88,0.03,0.091%,1773427385.00,United States,2004,164843,,
UUU,Universal Security Instruments Inc. Common Stock,$8.86,-0.11,-1.226%,20492179.00,United States,,383071,Technology,Electronic Components
UUUU,Energy Fuels Inc Ordinary Shares (Canada),$4.19,-0.08,-1.874%,562677120.00,,,2356593,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
VCF,Delaware Investments Colorado Municipal Income Fund Inc  Common Stock,$14.66,0.44,3.094%,70911886.00,United States,1993,24444,,
VFL,Delaware Investments National Municipal Income Fund Common Stock,$13.3866,0.0066,0.049%,60620455.00,United States,1993,6707,,
VGZ,Vista Gold Corp Common Stock,$0.97,-0.02,-2.02%,99604163.00,United States,,593539,Basic Industries,Precious Metals
VHAQ,Viveon Health Acquisition Corp.,$10.20,10.20,,0.00,,,130809,,
VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),$11.50,-0.02,-0.174%,510502837.00,United States,,76855,,
VMM,Delaware Investments Minnesota Municipal Income Fund II Inc. Common Stock,$13.28,-0.02,-0.15%,152786068.00,United States,1993,51181,,
VNRX,VolitionRX Limited Common Stock,$5.43,0.02,0.37%,261713440.00,Singapore,2015,406751,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VOLT,Volt Information Sciences Inc. Common Stock,$2.83,-0.04,-1.394%,61514507.00,United States,,65221,Technology,Professional Services
WRN,Western Copper and Gold Corporation Common Stock,$1.20,0.01,0.84%,162717162.00,Canada,2011,430035,Basic Industries,Precious Metals
WTT,Wireless Telecom Group  Inc. Common Stock,$2.07,-0.03,-1.429%,44908671.00,United States,,297611,Capital Goods,Telecommunications Equipment
WYY,WidePoint Corporation Common Stock,$13.23,-0.40,-2.935%,111909051.00,United States,,113293,Technology,EDP Services
XPL,Solitario Zinc Corp. Common Stock,$0.723,-0.0214,-2.875%,42012349.00,United States,,1784544,Basic Industries,Precious Metals
XTNT,Xtant Medical Holdings Inc. Common Stock,$1.77,0.17,10.625%,136044030.00,United States,,526903,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
XXII,22nd Century Group Inc. Common Stock,$3.05,0.32,11.722%,423520539.00,United States,,5091242,Consumer Non-Durables,Farming/Seeds/Milling
YCBD,cbdMD Inc. Common Stock,$5.13,0.70,15.801%,267431363.00,United States,2017,3523818,Consumer Non-Durables,Package Goods/Cosmetics
YCBD^A,cbdMD Inc. 8.0% Series A Cumulative Convertible Preferred Stock,$9.44,1.12,13.462%,,United States,,92990,,
ZDGE,Zedge Inc. Class B Common Stock ,$9.00,0.15,1.695%,112714083.00,,2016,124795,Technology,Computer Software: Prepackaged Software
ZOM,Zomedica Corp. Common Shares,$1.50,0.36,31.579%,1244310074.00,United States,2017,335759938,Health Care,Major Pharmaceuticals
