CGW,Invesco S&P Global Water Index ETF,Water,$853.76,3.78%,55748,$48.57,0.41%, 
FIW,First Trust ISE Water Index Fund,Water,$745.12,5.13%,48854,$75.82,0.93%, 
PPA,Invesco Aerospace & Defense ETF,Broad Industrials,$680.25,0.71%,46917,$68.35,0.03%, 
FIDU,Fidelity MSCI Industrials Index ETF,Broad Industrials,$600.49,2.25%,128141,$48.07,0.50%, 
XTN,SPDR S&P Transportation ETF,Transportation,$474.87,5.04%,86962,$74.97,0.35%, 
RGI,Invesco S&P 500® Equal Weight Industrials ETF,Broad Industrials,$419.04,0.68%,47384,$159.07,0.65%, 
EXI,iShares S&P Global Industrials ETF,Broad Industrials,$416.92,1.34%,31705,$108.16,0.76%, 
DFEN,Direxion Daily Aerospace & Defense Bull 3X Shares,Aerospace & Defense,$275.97,1.66%,2676437,$17.19,-1.04%, 
PIO,Invesco Global Water ETF,Water,$242.48,2.43%,17648,$35.78,0.42%, 
HAIL,SPDR S&P Smart Mobility ETF,Transportation,$213.98,22.44%,102298,$67.17,0.13%, 
PRN,Invesco DWA Industrials Momentum ETF,Broad Industrials,$212.77,13.36%,28935,$105.38,0.80%, 
AWAY,ETFMG Travel Tech ETF,Transportation,$101.41,12.90%,120757,$29.24,3.69%, 
AIRR,First Trust RBA American Industrial Renaissance ETF,Broad Industrials,$88.47,9.00%,23098,$36.99,0.65%, 
PSCI,Invesco S&P SmallCap Industrials ETF,Broad Industrials,$62.92,8.16%,4930,$86.24,1.13%, 
HDGE,AdvisorShares Ranger Equity Bear ETF,Broad Industrials,$52.16,-14.52%,711636,$2.59,-0.38%,
TPOR,Direxion Daily Transportation Bull 3X Shares,Transportation,$46.53,5.10%,104141,$26.80,2.17%, 
JHMI,John Hancock Multi-Factor Industrials ETF,Broad Industrials,$44.52,2.05%,2411,$45.28,0.73%, 
EVX,VanEck Vectors Environmental Services ETF,Environmental Services,$40.94,2.57%,1694,$123.36,0.78%, 
DUSL,Direxion Daily Industrials Bull 3X Shares,Broad Industrials,$37.35,-0.41%,91883,$29.01,1.61%, 
EBLU,Ecofin Global Water ESG Fund,Water,$28.26,2.68%,5908,$40.91,0.61%, 
UXI,ProShares Ultra Industrials,Broad Industrials,$22.33,2.47%,1910,$103.08,0.96%, 
BDRY,Breakwave Dry Bulk Shipping ETF,Shipping,$21.47,32.99%,99325,$10.24,4.38%, 
FITE,SPDR S&P Future Security ETF,Aerospace & Defense,$20.64,6.55%,5598,$49.31,0.80%, 
ROKT,SPDR S&P Kensho Final Frontiers ETF,Broad Industrials,$18.80,4.56%,8165,$40.58,-0.02%, 
RFEU,First Trust RiverFront Dynamic Europe ETF,Broad Industrials,$16.55,1.87%,828,$66.12,-0.30%, 
AMER,Emles Made in America ETF,Manufacturing,$11.48,3.83%,9357,$27.34,0.55%, 
MOTO,SmartETFs Smart Transportation & Technology ETF,Transportation,$11.02,9.56%,4922,$44.64,0.79%, 
CHII,Global X MSCI China Industrials ETF,Broad Industrials,$2.50,9.87%,1957,$16.37,-0.43%, 
SIJ,ProShares Ultra Short Industrials,Broad Industrials,$1.06,-4.06%,2470,$9.65,-1.03%,
GDX,VanEck Vectors Gold Miners ETF,Gold Miners,"$15,231.60",-3.91%,25320192,$34.61,2.28%, 
XLB,Materials Select Sector SPDR ETF,Broad Materials,"$6,544.49",1.57%,6390422,$73.53,1.72%, 
GDXJ,VanEck Vectors Junior Gold Miners ETF,Gold Miners,"$5,615.60",-7.13%,7857503,$50.37,1.92%, 
GUNR,FlexShares Morningstar Global Upstream Natural Resources Index Fund,Natural Resources,"$3,616.02",5.99%,567640,$34.49,1.59%, 
LIT,Global X Lithium ETF,Lithium,"$2,902.51",9.31%,1201435,$67.65,-0.46%, 
VAW,Vanguard Materials ETF,Broad Materials,"$2,618.21",1.87%,119952,$159.90,1.67%, 
ITB,iShares U.S. Home Construction ETF,Homebuilders,"$2,177.13",12.96%,3101595,$63.03,2.76%, 
GNR,SPDR S&P Global Natural Resources ETF,Natural Resources,"$1,558.70",5.07%,265578,$47.05,1.51%, 
XHB,SPDR S&P Homebuilders ETF,Homebuilders,"$1,397.84",10.36%,2242756,$63.61,1.82%, 
SIL,Global X Silver Miners ETF,Silver Miners,"$1,217.36",-3.64%,642695,$43.96,2.38%, 
NUGT,Direxion Daily Gold Miners Bull 2X Shares,Gold Miners,"$1,058.77",-9.37%,2860594,$62.90,4.66%, 
XME,SPDR S&P Metals & Mining ETF,Metals & Mining,$957.12,3.26%,2968336,$34.53,2.22%, 
MOO,VanEck Vectors Agribusiness ETF,Agribusiness,$903.77,7.18%,144535,$83.48,1.18%, 
SILJ,ETFMG Prime Junior Silver ETF,Silver Miners,$735.55,-4.41%,1833538,$15.59,3.04%, 
PICK,iShares MSCI Global Select Metals & Mining Producers ETF,Metals & Mining,$689.97,4.18%,292043,$38.39,1.83%, 
JNUG,Direxion Daily Junior Gold Miners Index Bull 2x Shares,Gold Miners,$653.50,-16.08%,1274478,$101.17,3.69%, 
MXI,iShares Global Materials ETF,Broad Materials,$633.55,2.19%,53508,$83.19,1.34%, 
IYM,iShares U.S. Basic Materials ETF,Broad Materials,$624.38,2.42%,177949,$116.15,1.80%, 
REMX,VanEck Vectors Rare Earth/Strategic Metals ETF,Metals & Mining,$499.26,16.07%,239363,$76.40,-3.72%, 
RING,iShares MSCI Global Gold Miners ETF,Gold Miners,$462.66,-2.68%,172689,$29.02,2.58%, 
RTM,Invesco S&P 500® Equal Weight Materials ETF,Broad Materials,$462.43,3.19%,36389,$143.85,1.52%, 
NANR,SPDR S&P North American Natural Resources ETF,Natural Resources,$449.44,6.78%,29203,$35.38,2.02%, 
COPX,Global X Copper Miners ETF,Copper Miners,$354.84,5.27%,270105,$31.96,2.21%, 
NAIL,Direxion Daily Homebuilders & Supplies Bull 3X Shares,Homebuilders,$347.59,41.03%,857600,$65.10,8.05%, 
IGE,iShares North American Natural Resources ETF,Natural Resources,$341.87,7.64%,241032,$25.07,1.25%,
WOOD,iShares Global Timber & Forestry ETF,Timber,$315.15,4.40%,33356,$83.12,1.23%, 
FMAT,Fidelity MSCI Materials Index ETF,Broad Materials,$296.50,1.94%,88792,$40.90,1.61%, 
URA,Global X Uranium ETF,Uranium,$279.34,6.33%,395776,$16.30,3.62%, 
SLVP,iShares MSCI Global Silver Miners ETF,Silver Miners,$273.85,-4.15%,299506,$16.39,2.69%, 
SGDM,Sprott Gold Miners ETF,Gold Miners,$250.35,-4.55%,45576,$29.16,1.99%, 
FXZ,First Trust Materials AlphaDEX Fund,Broad Materials,$219.09,3.91%,66929,$49.97,1.05%, 
PKB,Invesco Dynamic Building & Construction ETF,Homebuilders,$200.17,10.76%,39611,$45.59,2.01%, 
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund,Electric Energy Infrastructure,$198.23,4.83%,34183,$84.91,0.45%, 
SGDJ,Sprott Junior Gold Miners ETF,Gold Miners,$130.00,-6.23%,37049,$46.19,2.19%, 
GOAU,US Global GO GOLD and Precious Metal Miners ETF,Gold Miners,$101.76,-4.32%,65513,$19.04,2.20%, 
DUST,Direxion Daily Gold Miners Bear 2X Shares,Gold Miners,$100.12,3.27%,3542573,$20.55,-4.29%, 
CUT,Invesco MSCI Global Timber ETF,Timber,$92.26,2.75%,16546,$34.49,1.14%, 
JDST,Direxion Daily Junior Gold Miners Index Bear 2X Shares,Gold Miners,$85.63,7.08%,5522726,$10.44,-4.04%, 
BATT,Amplify Advanced Battery Metals and Materials ETF,Metals & Mining,$80.64,12.27%,174729,$17.75,-0.62%, 
SLX,VanEck Vectors Steel ETF,Steel,$77.38,3.23%,49087,$46.07,2.13%, 
GOEX,Global X Gold Explorers ETF,Gold Miners,$65.96,-6.41%,22568,$32.85,2.56%, 
URNM,North Shore Global Uranium Mining ETF,Uranium,$63.45,10.12%,43329,$47.24,4.86%, 
PYZ,Invesco DWA Basic Materials Momentum ETF,Broad Materials,$63.22,4.64%,13659,$74.88,1.97%, 
HOMZ,Hoya Capital Housing ETF,Homebuilders,$56.36,8.35%,10654,$35.01,1.30%, 
HAP,VanEck Vectors Natural Resources ETF,Hard Assets Producers,$54.76,6.82%,5289,$41.20,1.38%, 
UYM,ProShares Ultra Basic Materials,Broad Materials,$44.09,3.59%,5960,$75.31,3.52%, 
VEGI,iShares MSCI Global Agriculture Producers ETF,Agribusiness,$41.79,8.68%,11540,$37.09,0.46%, 
SIMS,SPDR S&P Kensho Intelligent Structures ETF,Electric Energy Infrastructure,$33.86,7.46%,13452,$45.25,1.16%, 
JHMA,John Hancock Multi-Factor Materials ETF,Broad Materials,$26.64,2.23%,910,$40.86,1.62%, 
GRES,IQ Global Resources ETF,Natural Resources,$20.95,2.02%,6786,$26.29,0.69%,
PSCM,Invesco S&P SmallCap Materials ETF,Broad Materials,$17.09,6.04%,4600,$60.65,1.20%, 
FTRI,First Trust Indxx Global Natural Resources Income ETF,Natural Resources,$9.09,4.47%,9103,$12.37,1.31%, 
FLM,First Trust ISE Global Engineering and Construction ETF,Engineering & Construction,$7.62,4.88%,1781,$51.64,1.53%, 
FTAG,First Trust Indxx Global Agriculture ETF,Agribusiness,$3.94,8.90%,2116,$28.75,1.02%, 
CHIM,Global X MSCI China Materials ETF,Broad Materials,$3.64,9.35%,3335,$23.75,-1.12%, 
SMN,ProShares Ultra Short Basic Materials,Broad Materials,$2.17,-6.21%,3687,$9.59,-3.23%, 
JGLD,Amplify Pure Junior Gold Miners ETF,Gold Miners,$2.00,-4.32%,N/A,$26.74,2.26%, 
SBM,ProShares Short Basic Materials,Broad Materials,$1.22,-2.95%,362,$12.01,-1.80%, 
INFL,Inflation Beneficiaries ETF,Broad Materials,$0.00,N/A,N/A,$25.45,0.71%, 
GDXD,MicroSectors Gold Miners -3X Inverse Leveraged ETN,Gold Miners,$0.00,3.01%,N/A,$23.04,-6.68%, 
GDXU,MicroSectors Gold Miners 3X Leveraged ETN,Gold Miners,$0.00,-17.32%,N/A,$20.95,7.44%,
VNQ,Vanguard Real Estate Index Fund,Broad Real Estate,"$32,997.80",3.74%,4724865,$88.11,0.35%, 
VNQI,Vanguard Global ex-U.S. Real Estate Index Fund ETF,Broad Real Estate,"$4,965.25",-0.39%,494067,$54.10,0.95%, 
IYR,iShares U.S. Real Estate ETF,Broad Real Estate,"$4,847.00",3.02%,6163482,$88.24,0.19%, 
SCHH,Schwab US REIT ETF,Broad Real Estate,"$4,823.39",3.27%,555225,$39.21,0.41%, 
REET,iShares Global REIT ETF,Broad Real Estate,"$2,551.61",2.13%,590609,$24.44,0.41%, 
XLRE,Real Estate Select Sector SPDR Fund,Broad Real Estate,"$2,251.57",3.77%,4025084,$37.94,0.34%, 
ICF,iShares Cohen & Steers REIT ETF,Broad Real Estate,"$1,967.92",2.91%,148559,$55.45,0.45%, 
USRT,iShares Core U.S. REIT ETF,Broad Real Estate,"$1,623.43",3.51%,201716,$50.11,0.48%, 
RWO,SPDR DJ Wilshire Global Real Estate ETF,Broad Real Estate,"$1,588.72",1.78%,137254,$45.25,0.58%, 
RWR,SPDR Dow Jones REIT ETF,Broad Real Estate,"$1,381.08",3.32%,148821,$89.58,0.36%, 
REM,iShares Mortgage Real Estate ETF,Mortgage REITs,"$1,325.14",3.80%,670294,$33.07,1.16%, 
FREL,Fidelity MSCI Real Estate Index ETF,Broad Real Estate,"$1,230.11",3.74%,384460,$26.33,0.42%, 
SRVR,Pacer Benchmark Data & Infrastructure Real Estate SCTR ETF,Broad Real Estate,"$1,084.23",3.71%,316060,$37.18,0.81%, 
BBRE,JPMorgan BetaBuilders MSCI US REIT ETF,Broad Real Estate,$955.07,3.63%,78456,$82.02,0.55%, 
RWX,SPDR DJ Wilshire International Real Estate ETF,Broad Real Estate,$904.01,-0.41%,380683,$33.95,0.59%, 
REZ,iShares Residential Real Estate ETF,Residential Real Estate,$427.27,2.80%,42005,$69.75,0.33%, 
SRET,Global X SuperDividend REIT ETF,Broad Real Estate,$385.95,3.37%,436176,$9.14,0.88%, 
HAUZ,Xtrackers International Real Estate ETF,Broad Real Estate,$348.75,0.15%,55494,$26.77,0.79%, 
GQRE,FlexShares Global Quality Real Estate Index Fund,Broad Real Estate,$286.26,1.94%,15129,$58.68,0.27%, 
MORT,VanEck Vectors Mortgage REIT Income ETF,Mortgage REITs,$252.27,4.48%,186524,$17.50,1.16%, 
IFGL,iShares International Developed Real Estate ETF,Broad Real Estate,$248.80,-0.48%,58189,$27.04,0.45%, 
KBWY,Invesco KBW Premium Yield Equity REIT ETF,Broad Real Estate,$209.03,3.46%,115765,$21.30,0.76%, 
INDS,Pacer Benchmark Industrial Real Estate SCTR ETF,Industrial/Office Real Estate,$146.91,4.02%,38770,$38.28,0.90%, 
VRAI,Virtus Real Asset Income ETF,Broad Real Estate,$123.94,3.31%,11483,$23.58,0.73%, 
PPTY,PPTY - U.S. Diversified Real Estate ETF,Broad Real Estate,$117.68,3.14%,10887,$29.93,0.61%, 
PSR,Invesco Active U.S. Real Estate Fund,Broad Real Estate,$90.27,2.84%,7271,$89.33,0.44%, 
URE,ProShares Ultra Real Estate,Broad Real Estate,$87.95,5.91%,18170,$65.82,0.75%, 
WPS,iShares International Property ETF,Broad Real Estate,$81.68,-0.15%,9911,$35.61,0.62%, 
DRN,Direxion Daily Real Estate Bull 3x Shares,Broad Real Estate,$78.25,10.53%,371433,$13.96,1.38%, 
FRI,First Trust S&P REIT Index Fund,Broad Real Estate,$71.36,3.14%,17087,$23.96,0.21%, 
DRW,WisdomTree Global ex-US Real Estate Fund,Broad Real Estate,$70.30,-0.37%,13662,$25.55,0.91%, 
NETL,NETLease Corporate Real Estate ETF,Broad Real Estate,$60.67,1.83%,18897,$26.48,0.57%, 
ROOF,IQ US Real Estate Small Cap ETF,Broad Real Estate,$44.31,5.35%,9756,$22.60,0.71%, 
FFR,First Trust FTSE EPRA/NAREIT Developed Markets Real Estate Index Fund,Broad Real Estate,$30.56,1.32%,2759,$44.41,0.18%, 
RDOG,ALPS REIT Dividend Dogs ETF,Broad Real Estate,$27.10,3.34%,2132,$42.30,0.67%, 
NURE,Nuveen Short-Term REIT ETF,Broad Real Estate,$24.79,2.95%,3387,$27.77,0.18%, 
SRS,ProShares Ultra Short Real Estate,Broad Real Estate,$24.55,-7.10%,129668,$11.51,-0.69%, 
OLD,The Long-Term Care ETF,Broad Real Estate,$24.22,2.96%,4902,$30.59,0.13%, 
REC,Emles Real Estate Credit ETF,Broad Real Estate,$23.99,-0.79%,5608,$25.30,0.00%, 
DRV,Direxion Daily Real Estate Bear 3x Shares,Broad Real Estate,$23.75,-12.24%,149400,$9.03,-1.31%, 
EWRE,Invesco S&P 500® Equal Weight Real Estate ETF,Broad Real Estate,$22.41,3.83%,6289,$30.24,0.50%, 
BLDG,Cambria Global Real Estate ETF,Broad Real Estate,$13.32,3.49%,3765,$29.92,0.44%, 
LIV,Emles @ Home ETF,Residential Real Estate,$11.61,6.65%,8968,$27.85,1.16%, 
REK,ProShares Short Real Estate,Broad Real Estate,$10.54,-3.60%,20533,$11.00,-0.45%, 
CHIR,Global X MSCI China Real Estate ETF,Broad Real Estate,$7.00,-0.35%,3608,$15.73,2.14%,
QQQ,Invesco QQQ,Broad Technology,"$155,661.00",5.62%,31076686,$331.36,0.34%, 
VGT,Vanguard Information Technology ETF,Broad Technology,"$42,225.40",4.78%,551233,$370.70,0.02%, 
XLK,Technology Select Sector SPDR Fund,Broad Technology,"$38,627.20",4.08%,7035571,$135.32,-0.22%, 
ARKK,ARK Innovation ETF,Broad Technology,"$24,846.00",20.06%,5483695,$149.46,0.75%, 
FDN,First Trust Dow Jones Internet Index,Internet,"$10,962.90",11.25%,405422,$236.10,1.80%, 
ARKW,ARK Next Generation Internet ETF,Internet,"$7,435.46",20.11%,1323608,$175.80,1.24%, 
IYW,iShares U.S. Technology ETF,Broad Technology,"$7,134.23",6.88%,431611,$90.93,0.36%, 
SKYY,First Trust ISE Cloud Computing Index Fund,Software,"$6,505.19",13.02%,402659,$107.40,1.52%, 
IGV,iShares Expanded Tech-Software Sector ET,Software,"$6,024.57",6.51%,813168,$377.16,1.67%, 
SOXX,iShares PHLX Semiconductor ETF,Semiconductors,"$5,486.33",6.97%,601541,$405.61,-0.68%, 
FTEC,Fidelity MSCI Information Technology Index ETF,Broad Technology,"$5,474.86",4.84%,291783,$109.57,0.06%, 
IXN,iShares Global Tech ETF,Broad Technology,"$5,126.48",4.83%,86298,$314.54,-0.08%, 
KWEB,KraneShares CSI China Internet ETF,Internet,"$4,420.87",24.60%,1901856,$95.68,1.24%, 
SMH,VanEck Vectors Semiconductor ETF,Semiconductors,"$4,406.34",7.69%,2753946,$235.21,-0.73%, 
CIBR,First Trust NASDAQ CEA Cybersecurity ETF,Internet Architecture,"$3,494.81",2.25%,745960,$45.38,0.18%, 
QTEC,First Trust NASDAQ 100 Technology,Broad Technology,"$3,373.07",5.98%,138975,$146.33,0.26%, 
XT,iShares Exponential Technologies ETF,Broad Technology,"$3,299.29",5.43%,210816,$60.35,0.47%, 
IGM,iShares Expanded Tech Sector ETF,Broad Technology,"$3,286.30",5.79%,33824,$370.10,0.61%, 
SOXL,Direxion Daily Semiconductor Bull 3x Shares,Semiconductors,"$3,018.19",18.08%,736179,$550.84,-2.17%, 
FXL,First Trust Technology AlphaDEX Fund,Broad Technology,"$2,664.18",6.25%,137510,$118.81,1.10%, 
RYT,Invesco S&P 500® Equal Weight Technology ETF,Broad Technology,"$2,417.48",3.38%,40473,$262.11,0.04%, 
HACK,ETFMG Prime Cyber Security ETF,Software,"$2,163.96",6.81%,272724,$61.48,0.62%, 
ROBO,ROBO Global Robotics and Automation Index ETF,Broad Technology,"$1,986.11",12.78%,184802,$68.67,1.07%, 
EMQQ,Emerging Markets Internet & Ecommerce ETF,Internet,"$1,947.54",19.33%,346051,$75.87,1.25%, 
TECL,Direxion Daily Technology Bull 3X Shares,Broad Technology,"$1,903.78",10.69%,281378,$450.00,-0.47%,
CQQQ,Invesco China Technology ETF,Broad Technology,"$1,738.93",19.43%,262706,$98.33,0.55%, 
CLOU,Global X Cloud Computing ETF,Software,"$1,604.42",5.91%,1408611,$29.55,1.37%, 
TDIV,First Trust NASDAQ Technology Dividend Index Fund,Broad Technology,"$1,407.68",5.07%,81060,$51.98,0.06%, 
WCLD,WisdomTree Cloud Computing Fund,Cloud Computing,"$1,383.60",9.56%,448083,$58.70,1.87%, 
IPAY,ETFMG Prime Mobile Payments ETF,Broad Technology,"$1,088.99",2.63%,138438,$68.27,0.57%, 
FIVG,Defiance Next Gen Connectivity ETF,Broad Technology,"$1,079.05",6.28%,332095,$35.71,0.11%, 
PNQI,Invesco NASDAQ Internet ETF,Internet,"$1,061.05",10.46%,25283,$252.06,1.54%, 
XSD,SPDR S&P Semiconductor ETF,Semiconductors,$976.45,8.61%,116884,$185.48,0.60%, 
OGIG,O’Shares Global Internet Giants ETF,Internet,$825.06,13.15%,230278,$61.42,1.35%, 
ROM,ProShares Ultra Technology,Broad Technology,$757.23,13.37%,112008,$81.22,0.78%, 
XNTK,NYSE Technology ETF,Broad Technology,$743.23,9.04%,45659,$154.13,0.71%, 
PSJ,Invesco Dynamic Software ETF,Software,$691.90,15.59%,25767,$177.80,3.08%, 
BLOK,Amplify Transformational Data Sharing ETF,Broad Technology,$617.64,25.99%,429189,$44.07,2.82%, 
PSI,Invesco Dynamic Semiconductors ETF,Semiconductors,$472.75,9.41%,43111,$114.80,-0.53%, 
PSCT,Invesco S&P SmallCap Information Technology ETF,Broad Technology,$444.19,13.88%,24329,$139.48,1.65%, 
XITK,SPDR FactSet Innovative Technology ETF,Broad Technology,$424.05,14.54%,26033,$246.37,2.78%, 
PTF,Invesco DWA Technology Momentum ETF,Broad Technology,$397.03,15.00%,30465,$161.78,3.43%, 
SNSR,Global X Internet of Things Thematic ETF,Internet,$391.84,6.95%,104235,$34.00,0.56%, 
XSW,SPDR S&P Software & Services ETF,Software,$378.79,8.31%,19792,$166.90,1.92%, 
IRBO,iShares Robotics and Artificial Intelligence ETF,Broad Technology,$378.26,19.38%,83005,$47.56,2.24%, 
SOCL,Global X Social Media Index ETF,Social Media,$374.86,17.32%,68810,$72.48,2.46%, 
PRNT,3D Printing ETF,Broad Technology,$369.40,45.06%,298130,$45.65,4.01%, 
IHAK,iShares Cybersecurity and Tech ETF,Internet Architecture,$351.60,4.26%,128289,$42.07,0.65%, 
BUG,Global X Cybersecurity ETF,Internet Architecture,$279.75,1.56%,250881,$28.68,0.10%, 
BLCN,Reality Shares Nasdaq NexGen Economy ETF,Broad Technology,$221.95,8.39%,94343,$44.17,2.13%,
ITEQ,BlueStar Israel Technology ETF,Broad Technology,$203.66,9.58%,27306,$75.33,0.91%, 
DTEC,ALPS Disruptive Technologies ETF,Broad Technology,$200.86,6.86%,28368,$49.41,0.80%, 
USD,ProShares Ultra Semiconductors,Semiconductors,$192.77,10.80%,60313,$114.60,-1.66%, 
IEUS,iShares MSCI Europe Small-Cap ETF,Broad Technology,$187.93,4.24%,10841,$64.72,1.05%, 
IZRL,ARK Israel Innovative Technology ETF,Broad Technology,$185.67,18.23%,147554,$35.09,2.27%, 
AIQ,Global X Future Analytics Tech ETF,Broad Technology,$175.52,8.46%,60979,$29.50,0.82%, 
WFH,Direxion Work From Home ETF,Broad Technology,$147.29,8.72%,46321,$73.41,2.03%, 
GAMR,ETFMG Video Game Tech ETF,Software,$114.24,13.99%,44197,$89.98,2.18%, 
IETC,iShares Evolved U.S. Technology ETF,Broad Technology,$106.17,5.70%,18743,$50.24,0.60%, 
CWEB,Direxion Daily CSI China Internet Index Bull 2x Shares,Internet,$93.43,52.12%,56692,$92.46,2.43%, 
TDV,ProShares S&P Technology Dividend Aristocrats ETF,Broad Technology,$92.29,3.26%,6505,$54.53,0.33%, 
XWEB,SPDR S&P Internet ETF,Internet,$84.03,19.32%,5273,$187.15,2.88%, 
LOUP,Innovator Loup Frontier Tech ETF,Broad Technology,$79.35,18.14%,28283,$58.88,2.29%, 
KEMQ,KraneShares Emerging Markets Consumer Technology ETF,Broad Technology,$78.84,14.05%,37625,$37.18,1.17%, 
ISRA,VanEck Vectors Israel ETF,Broad Technology,$78.74,5.82%,5844,$47.45,0.57%, 
MOON,Direxion Moonshot Innovators ETF,Broad Technology,$78.03,41.03%,N/A,$44.79,3.16%, 
IGN,iShares North American Tech-Multimedia Networking ETF,Networking,$76.25,14.64%,8130,$68.35,1.83%, 
QTUM,Defiance Quantum ETF,Broad Technology,$75.65,12.95%,23268,$46.88,1.17%, 
SOXS,Direxion Daily Semiconductor Bear 3x Shares,Semiconductors,$74.77,-23.24%,2871808,$13.77,2.30%, 
FTXL,First Trust Nasdaq Semiconductor ETF,Semiconductors,$71.71,5.06%,11252,$62.81,-0.29%, 
TECS,Direxion Daily Technology Bear 3X Shares,Broad Technology,$65.55,-13.88%,2041256,$7.51,0.54%, 
IVES,ETFMG Drone Economy Strategy ETF,Broad Technology,$61.68,10.89%,4089,$57.80,1.99%, 
LEGR,First Trust Indxx Innovative Transaction & Process ETF,Broad Technology,$60.18,5.57%,10697,$39.61,1.10%, 
JHMT,John Hancock Multi-Factor Technology ETF,Broad Technology,$55.00,5.97%,2302,$83.40,0.43%, 
WUGI,Esoterica NextG Economy ETF,Broad Technology,$48.78,14.65%,17206,$57.70,0.70%, 
PXQ,Invesco Dynamic Networking ETF,Networking,$47.46,6.41%,4627,$89.86,1.38%, 
CHIK,Global X MSCI China Information Technology ETF,Broad Technology,$38.27,5.62%,16835,$35.53,-0.20%, 
LRNZ,TrueMark AI & Deep Learning ETF,Broad Technology,$31.63,7.71%,10338,$51.30,-0.12%, 
THNQ,ROBO Global Artificial Intelligence ETF,Broad Technology,$28.91,9.10%,11905,$43.72,0.37%, 
KOIN,Innovation Shares NextGen Protocol ETF,Broad Technology,$25.32,6.28%,11819,$39.84,0.53%, 
TPAY,Ecofin Digital Payments Infrastructure Fund,Broad Technology,$11.10,3.37%,2695,$46.19,1.16%, 
ARMR,Armor US Equity Index ETF,Broad Technology,$6.12,4.74%,4856,$22.67,0.53%, 
REW,ProShares Ultra Short Technology,Broad Technology,$5.28,-13.48%,13998,$12.44,-0.88%, 
SSG,ProShares Ultra Short Semiconductors,Semiconductors,$3.29,-13.48%,21576,$12.05,1.43%, 
VCLO,Simplify Volt Cloud and Cybersecurity Disruption ETF,Cloud Computing,$1.60,5.85%,N/A,$12.93,0.94%, 
VPOP,Simplify Volt Pop Culture Disruption ETF,Broad Technology,$1.30,5.28%,N/A,$13.23,2.00%, 
CLDL,Direxion Daily Cloud Computing Bull 2X Shares,Cloud Computing,$0.00,N/A,N/A,$28.98,4.28%,
VOX,Vanguard Communication Services ETF,Broad Telecom,"$3,355.68",7.34%,148467,$129.02,1.34%, 
NXTG,First Trust Indxx NextG ETF,Broad Telecom,$936.04,5.91%,79011,$73.29,0.40%, 
FCOM,Fidelity MSCI Communication Services Index ETF,Broad Telecom,$669.29,7.45%,103138,$48.89,1.45%, 
IYZ,iShares U.S. Telecommunications ETF,Broad Telecom,$404.79,5.05%,266975,$31.75,0.79%, 
IXP,iShares Global Telecom ETF,Broad Telecom,$312.60,8.11%,26578,$80.25,1.06%, 
XTL,SPDR S&P Telecom ETF,Broad Telecom,$68.19,14.73%,6411,$97.23,1.96%, 
WBIF,WBI Bull|Bear Value 1000 ETF,Broad Telecom,$37.33,5.78%,3511,$28.60,0.88%, 
EWCO,Invesco S&P 500 Equal Weight Communication Services ETF,Broad Telecom,$30.11,7.51%,6937,$34.00,1.77%, 
LTL,Ultra Telecommunications ProShares,Broad Telecom,$2.10,10.03%,2432,$43.62,1.70%,
XLU,Utilities Select Sector SPDR Fund,Broad Utilities,"$11,996.10",1.42%,11702362,$63.59,0.54%, 
VPU,Vanguard Utilities ETF,Broad Utilities,"$4,397.29",1.47%,203968,$139.24,0.52%, 
IGF,iShares Global Infrastructure ETF,Infrastructure,"$2,987.17",1.65%,379294,$44.43,1.02%, 
NFRA,FlexShares STOXX Global Broad Infrastructure Index Fund,Infrastructure,"$2,252.89",1.86%,127108,$54.76,0.72%, 
PAVE,Global X US Infrastructure Development ETF,Infrastructure,"$1,178.66",4.10%,840351,$22.08,0.96%, 
FUTY,Fidelity MSCI Utilities Index ETF,Broad Utilities,"$1,014.94",1.65%,216456,$41.25,0.61%, 
IDU,iShares U.S. Utilities ETF,Broad Utilities,$791.96,1.33%,82397,$78.63,0.56%, 
GII,SPDR S&P Global Infrastructure ETF,Infrastructure,$362.17,1.78%,33344,$50.78,0.95%, 
RYU,Invesco S&P 500® Equal Weight Utilities ETF,Broad Utilities,$200.51,0.60%,18102,$100.65,0.62%, 
IFRA,iShares U.S. Infrastructure ETF,Infrastructure,$180.44,4.43%,147067,$31.32,0.80%, 
FXU,First Trust Utilities AlphaDEX Fund,Broad Utilities,$173.06,0.46%,63752,$28.51,0.60%, 
TOLZ,ProShares DJ Brookfield Global Infrastructure ETF,Infrastructure,$154.87,2.63%,33344,$42.15,0.64%, 
JXI,iShares Global Utilities ETF,Broad Utilities,$147.07,0.58%,12692,$60.42,0.28%, 
PUI,Invesco DWA Utilities Momentum ETF,Broad Utilities,$51.30,1.32%,8814,$32.15,0.85%, 
UTES,Reaves Utilities ETF,Broad Utilities,$30.39,1.84%,3163,$40.95,0.59%, 
PSCU,Invesco S&P SmallCap Utilities ETF,Broad Utilities,$22.11,12.09%,2200,$60.43,2.65%, 
JHMU,John Hancock Multi-Factor Utilities ETF,Broad Utilities,$21.74,0.55%,1873,$31.04,0.68%, 
UTSL,Direxion Daily Utilities Bull 3X Shares,Broad Utilities,$18.86,2.75%,71511,$28.03,1.59%, 
